"","timestamp","me_identifico","edad","estoy_trabajando_en","donde_estas_trabajando","anos_de_experiencia","anos_en_la_empresa_actual","anos_en_el_puesto_actual","gente_a_cargo","nivel_de_estudios_alcanzado","estado","carrera","universidad","realizaste_cursos_de_especializacion","contribuis_a_proyectos_open_source","programas_como_hobbie","trabajo_de","plataformas","lenguajes_de_programacion","frameworksherramientas_y_librerias","bases_de_datos","qa_testing","ides","que_so_usas_en_tu_laptoppc_para_trabajar","y_en_tu_celular","tenes_guardias","cuanto_cobras_por_guardia","porcentajebruto_o_neto","tipo_de_contrato","salario_bruto","salario_neto","que_tan_conforme_estas_con_tu_sueldo","como_crees_que_esta_tu_sueldo_con_respecto_al_ultimo_semestre","recibis_algun_tipo_de_bono","a_que_esta_atado_el_bono","tuviste_ajustes_por_inflacion_en_2019","de_que_fue_el_ajuste_total","en_que_mes_fue_el_ultimo_ajuste","sufriste_o_presenciaste_situaciones_de_violencia_laboral","orientacion_sexual","tenes_algun_tipo_de_discapacidad","sentis_que_esto_te_dificulto_el_conseguir_trabajo","a_que_eventos_de_tecnologia_asististe_en_el_ultimo_ano","sos_miembro_de_alguna_comunidad_it","cantidad_de_empleados","actividad_principal","la_recomendas_como_un_buen_lugar_para_trabajar","como_calificas_las_politicas_de_diversidad_e_inclusion","a_cuantos_kilometros_de_tu_casa_queda_la_oficina","beneficios_extra","habias_respondido_nuestra_encuesta_en_ediciones_anteriores","cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momentoen_tu_ciudad"
"67","12/9/2019 17:11:20","Mujer",33,"Argentina","Ciudad Autónoma de Buenos Aires",10,1,1,0,"Universitario","Completado","Sociologia","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Firebase, Adobe Analytics, Google Analytics",NA,NA,NA,NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",95000,78000,3,2,"Un sueldo","Mix de las anteriores","Tres",30,12,"Jamás","Heterosexual",NA,NA,NA,NA,"501-1000","Otras industrias",5,7,10,"Abono de celular y/o Internet, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles","Sí",NA
"68","1/1/2020 14:38:53","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",5,1,1,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Linux","SQL",NA,"Teradata",NA,NA,"Windows","Android","No",0,"Bruto","Full-Time",95000,73000,2,3,"No","No recibo bono","Dos",55,10,"Jamás","Heterosexual",NA,"No",NA,NA,"101-200","Servicios / Consultoría de Software / Digital",8,8,5,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles","Sí",NA
"69","1/30/2020 7:25:20","Hombre",37,"Argentina","Ciudad Autónoma de Buenos Aires",14,0,12,0,"Terciario","Incompleto","Tecnicatura en Programación","Riglos","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","IBM Cloud / Watson, Windows Server, Cognos / tableau","SQL",NA,"IBM Db2, MSSQL, MySQL, Teradata",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",95000,72500,3,3,"No","No recibo bono","Uno",4,10,"Jamás","Heterosexual",NA,"No",NA,NA,"201-500","Servicios / Consultoría de Software / Digital",7,7,40,"Descuentos varios (Clarín 365, Club La Nación, etc)","No",NA
"70","1/2/2020 14:44:35","Hombre",35,"Argentina","Ciudad Autónoma de Buenos Aires",7,3,3,0,"Universitario","Completado","Licenciatura en Administración de Empresas","UBA - Universidad de Buenos Aires","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Amazon Web Services","Python, R, SQL, Qlik","TensorFlow, Torch","MSSQL, MySQL",NA,"IPython / Jupyter, Notepad++, Visual Studio, Visual Studio Code","Windows","Android","No",0,"Bruto","Full-Time",95000,73000,3,3,"No","No recibo bono","Más de tres",54,11,"Jamás","Heterosexual",NA,"No","Pyconar",NA,"51-100","Servicios / Consultoría de Software / Digital",8,8,2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc)","No",NA
"71","12/26/2019 12:39:42","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",5,1,1,0,"Universitario","Incompleto","Ingeniería en Informática","UBA - Universidad de Buenos Aires","No","No","Sí","BI Analyst / Data Analyst","Amazon Web Services, Docker, Linux, Serverless","Javascript","Node.js","ElasticSearch",NA,"WebStorm","macOS","Android","Sí, pasiva",0,"Neto","Full-Time",94000,78000,3,3,"De uno a tres sueldos","Mix de las anteriores","Tres",30,11,"Jamás","Heterosexual",NA,"No",NA,NA,"5001-10000","Producto basado en Software",9,8,7,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí",NA
"72","1/12/2020 16:38:47","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",5,1,1,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","No","BI Analyst / Data Analyst",NA,"Bash/Shell, SQL",NA,"Oracle, Teradata",NA,NA,"Windows","Android","No",0,"Bruto","Full-Time",94000,72000,2,2,"No","No recibo bono","Dos",55,10,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Servicios / Consultoría de Software / Digital",8,8,5,"Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Horarios flexibles, Playroom","Sí",NA
"73","12/22/2019 12:16:34","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",3,0,0,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","No","No","No","Data Scientist / Data Engineer","Amazon Web Services, Docker, Kubernetes","Groovy, Java, Python","TensorFlow","Amazon Redshift, Amazon RDS/Aurora, Cassandra, ElasticSearch, MySQL, Oracle, Teradata","JUnit, Postman","IntelliJ, IPython / Jupyter, Notepad++, Sublime Text, Visual Studio Code","macOS","Android","Sí, pasiva",0,"Porcentaje de mi sueldo","Full-Time",94000,70000,4,4,"De uno a tres sueldos","Mix de las anteriores","Dos",0,0,"Jamás","Heterosexual","Visual","No",NA,NA,"5001-10000","Producto basado en Software",9,10,8,"Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Sí","Mercadolibre, medalia, rappi"
"74","1/30/2020 15:43:16","Hombre",24,"Argentina","Buenos Aires",2,0,0,0,"Posgrado","En curso","Ciencia Política","Utdt","Sí, de forma particular","Sí","Sí","BI Analyst / Data Analyst",NA,"Python, R, SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL, SQLite",NA,"IPython / Jupyter, RStudio, Visual Studio","Windows","iOS","No",0,"Bruto","Full-Time",60000,43000,2,4,"De uno a tres sueldos","Mix de las anteriores","Uno",12,6,"En un trabajo anterior","Heterosexual","Visual","No","Pycon","RenBaires","5001-10000","Otras industrias",10,5,15,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina","Sí","Globant, Google"
"75","1/30/2020 15:46:38","Hombre",24,"Argentina","Buenos Aires",2,0,0,0,"Posgrado","En curso","Ciencia Política","Utdt","Sí, de forma particular","Sí","Sí","BI Analyst / Data Analyst",NA,"Python, R, SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL, PostgreSQL, SQLite",NA,"IPython / Jupyter, RStudio, Visual Studio","Windows","iOS","No",0,"Bruto","Full-Time",60000,43000,2,4,"De uno a tres sueldos","Mix de las anteriores","Uno",12,6,"En un trabajo anterior","Heterosexual","Visual","No","Pycon","RenBaires","5001-10000","Otras industrias",10,5,15,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina","Sí","Globant, Google"
"76","2/1/2020 13:14:34","Hombre",48,"Argentina","Ciudad Autónoma de Buenos Aires",20,0,0,2,"Universitario","Completado","Ingeniería en Informática","UNEG","Sí, de forma particular, Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Linux","Bash/Shell, C++, C#, COBOL, CSS, HTML, Python, SQL, VBA","Hadoop, Spark","Apache HBase, Apache Hive, MSSQL, MySQL, Oracle, Sybase, Teradata",NA,"IPython / Jupyter, Notepad++, RStudio, Vi, Visual Studio, Visual Studio Code","Windows","Android","No",0,"Neto","Full-Time",92000,74000,3,3,"Un sueldo","Mix de las anteriores","Dos",16,12,"En un trabajo anterior","Heterosexual",NA,"No","Ninguno","No","501-1000","Otras industrias",5,5,5,"Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)","No","Oracle, IBM"
"77","1/30/2020 21:34:10","Hombre",31,"Argentina","Córdoba",1,0,0,0,"Terciario","Completado","Analista de Sistemas","Institución Cervantes","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Azure - Power BI",NA,NA,NA,NA,NA,"Windows","Android","No",0,"Bruto","Full-Time",64000,53000,3,4,"No","No recibo bono","Dos",15,10,"En un trabajo anterior","Heterosexual",NA,NA,"Talleres de Power BI, charlas sobre blockchain",NA,"201-500","Producto basado en Software",9,10,1,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)","Sí","TIPS, Corebi, PiData"
"78","1/31/2020 12:02:07","Hombre",34,"Argentina","Buenos Aires",9,5,9,0,"Universitario","Completado","Licenciatura en Administración de Empresas","UAI - Universidad Abierta Interamericana","Sí, de forma particular","Sí","No","BI Analyst / Data Analyst","Ceres",NA,"SAP",NA,NA,NA,"Windows","Android","No",0,"Bruto","Full-Time",75000,63000,3,3,"Un sueldo","Por empleado telfonico","Tres",3,2,"En mi trabajo actual","Homosexual",NA,NA,NA,NA,"501-1000","Otras industrias",8,7,37,"Abono de celular y/o Internet","No",NA
"79","12/15/2019 17:42:11","Hombre",38,"Argentina","Ciudad Autónoma de Buenos Aires",14,10,0,0,"Universitario","Incompleto","Ingeniería en Computación","Universidad Nacional de Tucuman","Sí, los pagó un empleador","No","Sí","BI Analyst / Data Analyst","Poder BI","Python, SQL, M",NA,"MSSQL, Oracle, SAP Hana",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",90000,72000,3,3,"No","No recibo bono","Dos",45,10,"En mi trabajo actual","Heterosexual",NA,NA,NA,NA,"101-200","Servicios / Consultoría de Software / Digital",7,7,-1,"Abono de celular y/o Internet, Capacitaciones y/o cursos, WFH (Trabajar desde casa)","Sí",NA
"80","1/28/2020 22:54:40","Hombre",29,"Argentina","Ciudad Autónoma de Buenos Aires",5,2,2,0,"Universitario","En curso","Licenciatura en Administración de Empresas","UCES - Universidad de Ciencias Empresariales y Sociales","Sí, de forma particular","No","No","BI Analyst / Data Analyst",NA,"Python, SQL",NA,"Microsoft Azure (Tables, CosmosDB, SQL, etc), SQLite",NA,"Sublime Text","Windows","iOS","No",0,"Neto","Full-Time",90000,72000,3,2,"Un sueldo","Mix de las anteriores","Dos",35,10,"Jamás","Heterosexual",NA,NA,NA,NA,"1001-2000","Otras industrias",8,9,10,"Gimnasios gratuitos / subvencionados, Horarios flexibles, WFH (Trabajar desde casa)","No","Auth0, mercadolibre, naranjax"
"81","1/29/2020 20:53:48","Hombre",42,"Argentina","Ciudad Autónoma de Buenos Aires",15,1,1,0,"Terciario","Completado","Analista de Sistemas","Inst. Sup. Juan XXIII - Bahía Blanca","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Azure",".NET, C#, Python, SQL, VBA","Angular, Django","MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MSSQL, PostgreSQL",NA,"Eclipse, Nano, PyCharm, Sublime Text, Visual Studio Code, Xcode","GNU/Linux","Android","No",0,"Bruto","Full-Time",90000,74000,3,2,"No","No recibo bono","No",0,0,"En un trabajo anterior","Heterosexual",NA,"No",NA,NA,"501-1000","Otras industrias",7,7,5,"Ninguna de las anteriores","No",NA
"82","12/10/2019 22:07:56","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",5,4,1,0,"Universitario","Completado","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","Sí","Data Scientist / Data Engineer","Amazon Web Services, Docker","Python, R, SQL","Django, Flask, Hadoop, Spark, TensorFlow","MySQL, Teradata",NA,"IPython / Jupyter","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",90000,67000,2,2,"De uno a tres sueldos","Performance individual","Dos",45,10,"Jamás","Heterosexual",NA,"No",NA,NA,"1001-2000","Otras industrias",7,7,18,"Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","Sí",NA
"83","12/15/2019 12:49:20","Hombre",24,"Argentina","Ciudad Autónoma de Buenos Aires",2,1,0,0,"Universitario","Completado","Ingeniería Electrónica","UBA - Universidad de Buenos Aires","Sí, de forma particular","Sí","Sí","Data Scientist / Data Engineer","Amazon Web Services, Docker, Linux","Bash/Shell, C, Python, R, SQL",NA,"Amazon RDS/Aurora, Apache Hive, MySQL, PostgreSQL, SQLite",NA,"Vim, Visual Studio Code","macOS","Android","No",0,"Bruto","Full-Time",90000,75000,3,3,"No","No recibo bono","Dos",30,11,"Jamás","Heterosexual",NA,NA,"Pydata, meetups",NA,"51-100","Servicios / Consultoría de Software / Digital",8,6,7,"Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No","Jampp, nubank, medallia"
"84","1/30/2020 19:01:30","Hombre",23,"Argentina","Ciudad Autónoma de Buenos Aires",2,1,1,0,"Universitario","En curso","Licenciatura en Informática","UP - Universidad de Palermo","Sí, de forma particular, Sí, los pagó un empleador","No","No","Data Scientist / Data Engineer","Amazon Web Services","Groovy, Python",NA,"ElasticSearch, MySQL",NA,"PyCharm, Sublime Text","macOS","iOS","Sí, pasiva",1000,"Neto","Full-Time",90000,70000,3,3,"Un sueldo","Performance de la compañía","Dos",30,10,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Producto basado en Software",7,10,1,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / RSUs","No",NA
"85","2/1/2020 12:29:34","Hombre",37,"Argentina","Buenos Aires",8,3,1,5,"Secundario","Completado",NA,NA,"Sí, de forma particular","No","No","BI Analyst / Data Analyst","VMWare, Windows Server",NA,"SAP, WordPress",NA,NA,NA,"Windows","Android","No",0,"Bruto","Full-Time",47000,40000,3,3,"No","Performance de la compañía","Dos",20,1,"En un trabajo anterior","Heterosexual",NA,NA,NA,NA,"501-1000","Otras industrias",8,9,50,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)","No",NA
"86","2/1/2020 15:54:45","Hombre",39,"Argentina","Ciudad Autónoma de Buenos Aires",7,1,1,0,"Universitario","Incompleto","Analista de Sistemas","Escuela Da Vinci","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Windows Server","C#, SQL",NA,"MSSQL, Oracle","TFS","Notepad++, Visual Studio","Windows","Android","No",0,"Neto","Full-Time",87000,78000,3,2,"No","No recibo bono","Dos",25,1,"Jamás","Heterosexual",NA,"No",NA,NA,"101-200","Otras industrias",8,9,7,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Sí",NA
"87","2/1/2020 5:06:54","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",7,3,1,4,"Terciario","Incompleto","Desarrollo de video juegos y diseño multimedial","Image campus y fx","No","No","Sí","BI Analyst / Data Analyst","Amazon Web Services, Azure","C#, Javascript, SQL, VBA",NA,"HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc)",NA,"Notepad++, Visual Studio, Visual Studio Code","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",86000,70000,3,3,"No","No recibo bono","No",0,0,"Jamás","Heterosexual",NA,NA,"3",NA,"51-100","Servicios / Consultoría de Software / Digital",10,10,3,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)","No",NA
"88","1/2/2020 15:41:48","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",6,5,0,20,"Universitario","En curso","Ingeniería en Sistemas de Información","UDEMM","Sí, de forma particular, Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","Windows Server","SQL",NA,"MSSQL, MySQL, PostgreSQL",NA,NA,"Windows","Android","Sí, pasiva",0,"Bruto","Full-Time",85000,66000,2,2,"No","No recibo bono","Tres",45,11,"Jamás","Heterosexual",NA,NA,NA,NA,"51-100","Servicios / Consultoría de Software / Digital",9,9,20,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Snacks, golosinas, bebidas","Sí",NA
"89","1/22/2020 15:10:05","Hombre",27,"Argentina","Ciudad Autónoma de Buenos Aires",4,3,1,0,"Universitario","En curso","Licenciatura en Sistemas de Información","UBA - Universidad de Buenos Aires","No","No","No","BI Analyst / Data Analyst","Google Cloud Platform/App Engine, Linux, Windows Server","Bash/Shell, Python, SQL","Hadoop","Apache Hive, ElasticSearch, Google Cloud Storage, Oracle, Teradata",NA,"IPython / Jupyter, Notepad++, PyCharm, Sublime Text, Vi","Windows","Android","No",0,"Neto","Full-Time",85000,68000,3,3,"No","No recibo bono","Tres",42,11,"Jamás","Heterosexual",NA,"No",NA,NA,"101-200","Servicios / Consultoría de Software / Digital",6,8,5,"Horarios flexibles, Masajes, WFH (Trabajar desde casa)","No",NA
"90","2/2/2020 17:08:32","Hombre",25,"Argentina","Ciudad Autónoma de Buenos Aires",5,0,0,0,"Secundario","Completado","Licenciatura en Administración de Empresas","UBA - Universidad de Buenos Aires","No","No","No","BI Analyst / Data Analyst","Power BI","Python",NA,"MySQL",NA,"IPython / Jupyter","Windows","Android","No",0,"Bruto","Full-Time",85000,70000,3,3,"No","No recibo bono","Uno",5,11,"Jamás","Heterosexual",NA,NA,NA,NA,"501-1000","Producto basado en Software",7,6,5,"Horarios flexibles","No","Accenture"
"91","12/27/2019 23:42:03","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",7,0,7,0,"Universitario","En curso","Licenciado en SeH","UM - Universidad de Morón","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst",NA,NA,NA,NA,NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",84000,67000,3,2,"No","No recibo bono","Tres",45,11,"Jamás","Heterosexual",NA,NA,NA,NA,"5001-10000","Otras industrias",10,10,20,"Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)","No",NA
"92","1/9/2020 11:44:56","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",7,0,4,0,"Universitario","Incompleto","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","SAS","SAS",NA,"Oracle, Teradata","Postman, SoapUI","Notepad++, DataGrip","Windows","Android","No",0,"Bruto","Full-Time",84000,64000,2,1,"No","No recibo bono","Dos",20,9,"Jamás","Heterosexual",NA,NA,"IBM",NA,"101-200","Servicios / Consultoría de Software / Digital",7,8,35,"Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)","Sí",NA
"93","1/29/2020 12:07:21","Hombre",30,"Argentina","Ciudad Autónoma de Buenos Aires",8,0,0,0,"Universitario","Completado","Licenciatura en Sistemas de Información","UK - Universidad Kennedy","Sí, de forma particular","No","No","BI Analyst / Data Analyst",NA,"SQL",NA,"Amazon DynamoDB, Amazon Redshift, Microsoft Azure (Tables, CosmosDB, SQL, etc)",NA,"Notepad++, Visual Studio","Windows","Android","No",0,"Bruto","Full-Time",82000,60000,3,3,"No","No recibo bono","Uno",9,2,"Jamás","Heterosexual",NA,NA,NA,NA,"1001-2000","Servicios / Consultoría de Software / Digital",7,7,20,"Vacaciones flexibles (adicionales a las reglamentarias)","No",NA
"94","12/28/2019 18:53:04","Mujer",25,"Argentina","Ciudad Autónoma de Buenos Aires",1,0,0,0,"Universitario","Completado","Licenciatura en Sistemas de Información","UBA - Universidad de Buenos Aires","No","No","No","BI Analyst / Data Analyst","Amazon Web Services","SQL",NA,"MySQL, Teradata","Postman","Alation","macOS","iOS","Sí, pasiva",0,"Porcentaje de mi sueldo","Full-Time",81000,65000,3,3,"De uno a tres sueldos","Mix de las anteriores","Uno",15,10,"En un trabajo anterior","Heterosexual",NA,NA,NA,NA,"2001-5000","Servicios / Consultoría de Software / Digital",7,9,8,"Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","No",NA
"95","12/26/2019 14:49:29","Hombre",28,"Argentina","Ciudad Autónoma de Buenos Aires",4,2,1,2,"Universitario","En curso","Ingeniería en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, de forma particular","No","No","BI Analyst / Data Analyst","Windows Server","SQL",NA,NA,NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",80000,65000,2,3,"Un sueldo","Mix de las anteriores","Más de tres",50,12,"Jamás","Heterosexual",NA,NA,NA,NA,"501-1000","Producto basado en Software",8,8,2,"Comidas pagas / subvencionadas","Sí",NA
"96","1/25/2020 12:31:49","Hombre",31,"Argentina","Ciudad Autónoma de Buenos Aires",12,0,2,0,"Universitario","En curso","Licenciatura en Sistemas de Información","UTN - Universidad Tecnológica Nacional","Sí, los pagó un empleador","No","No","BI Analyst / Data Analyst","SAP","ABAP","SAP","HANA, MSSQL",NA,"Eclipse","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",80000,68000,3,3,"Menos de un sueldo","Performance de la compañía","Tres",25,12,"En mi trabajo actual","Heterosexual",NA,NA,NA,NA,"501-1000","Servicios / Consultoría de Software / Digital",7,9,10,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)","No","MercadoLibre"
"97","1/30/2020 0:04:43","Hombre",31,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,0,0,"Universitario","En curso","Licenciatura en Sistemas de Información","UBA - Universidad de Buenos Aires","Sí, de forma particular","No","Sí","BI Analyst / Data Analyst","Windows Server","SQL",NA,"MSSQL, Teradata",NA,NA,"Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",80000,63000,3,3,"No","No recibo bono","No",0,0,"Jamás","Heterosexual",NA,NA,NA,NA,"101-200","Servicios / Consultoría de Software / Digital",7,7,4,"Ninguna de las anteriores","No","Mercado libre"
"98","2/2/2020 19:28:49","Hombre",26,"Argentina","Ciudad Autónoma de Buenos Aires",3,1,2,0,"Universitario","Completado","Ingeniería en Telecomunicaciones","UCAB","Sí, de forma particular","No","No","Data Scientist / Data Engineer","Linux, VMWare, Windows Server","Java, Javascript, Python, SQL",NA,"MySQL, Oracle","SoapUI","Notepad++, Vi, Vim","Windows","Android","Sí, activa",10000,"Neto","Tercerizado (trabajo a través de consultora o agencia)",80000,68000,2,2,"Un sueldo","Performance individual","Dos",30,7,"Jamás","Heterosexual",NA,"No","5g",NA,"501-1000","Producto basado en Software",5,8,3,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas","No",NA
"99","12/30/2019 0:32:26","Mujer",30,"Argentina","Ciudad Autónoma de Buenos Aires",4,0,0,0,"Posgrado","En curso","Licenciatura en Licenciatura en Letras","UBA - Universidad de Buenos Aires","No","No","Sí","Data Scientist / Data Engineer","Azure, Linux","Bash/Shell, Python, SQL","Hadoop","Apache Hive, MariaDB","Postman","IPython / Jupyter, Nano, Notepad++, PyCharm, RStudio, Sublime Text, Visual Studio, Visual Studio Code","GNU/Linux","Android","No",0,"Porcentaje de mi sueldo","Full-Time",78382,65058,3,2,"Un sueldo","Performance individual","Dos",11,10,"En un trabajo anterior","Heterosexual",NA,NA,"Hackaton JusLab",NA,"10001+","Otras industrias",6,8,75,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)","Sí",NA
"100","12/13/2019 16:10:08","Hombre",37,"Argentina","Ciudad Autónoma de Buenos Aires",15,3,1,0,"Universitario","Completado","Licenciatura en Informática","UADE - Universidad Argentina De la Empresa","Sí, de forma particular","No","No","BI Analyst / Data Analyst",NA,"HTML, Java, Python",NA,"MSSQL, MySQL, Netezza",NA,"Eclipse, Visual Studio","Windows","Android","No",0,"Porcentaje de mi sueldo","Full-Time",78000,50000,3,2,"No","No recibo bono","Dos",15,12,"Jamás","Heterosexual",NA,"No",NA,NA,"101-200","Otras industrias",3,1,17,"Ninguna de las anteriores","No","Cencosud"
"101","12/10/2019 9:52:09","Hombre",37,"Argentina","Córdoba",14,2,2,0,"Universitario","Completado","Licenciatura en Ciencias de la Computación","UNC - Universidad Nacional de Córdoba","Sí, de forma particular, Sí, los pagó un empleador","No","Sí","Data Scientist / Data Engineer","Docker, Linux","C, C++, Java, Javascript, Python","Node.js, Spark","ElasticSearch, MongoDB, Redis, Kafka",NA,"Sublime Text, Visual Studio Code","GNU/Linux","Android","No",0,"Porcentaje de mi sueldo","Full-Time",95000,85000,2,3,"No","No recibo bono","Tres",36,11,"Jamás","Heterosexual",NA,NA,NA,NA,"11-50","Producto basado en Software",7,7,1,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Horarios flexibles, Viajes al exterior, WFH (Trabajar desde casa)","Sí",NA
